,State,MSN,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Energy_Type
8107,SC,DFTCB,30487.0,30012.0,33885.0,36027.0,30596.0,28245.0,37608.0,37841.0,45246.0,49247.0,54888.0,52660.0,57370.0,62437.0,55857.0,48790.0,61228.0,76546.0,64846.0,69424.0,62094.0,57214.0,55253.0,61471.0,67834.0,71390.0,69868.0,72744.0,76996.0,74043.0,86596.0,94578.0,81740.0,78916.0,89029.0,84394.0,88313.0,92046.0,106063.0,106318.0,109858.0,112823.0,111958.0,113648.0,128426.0,125361.0,126576.0,126554.0,113862.0,107778.0,118198.0,117561.0,105638.0,118415.0,116687.0,122179.0,130438.0,131364.0,Distillate Fuel Oil
8143,SC,HLTCB,5269.0,5067.0,6131.0,6822.0,8074.0,8031.0,8002.0,8168.0,8825.0,10517.0,11094.0,11463.0,12887.0,12734.0,11090.0,11978.0,13626.0,13871.0,13782.0,11033.0,11775.0,10519.0,9612.0,9770.0,9453.0,11792.0,10763.0,13499.0,13196.0,13770.0,10860.0,13367.0,13424.0,13616.0,14451.0,14215.0,13546.0,22151.0,16660.0,14215.0,18382.0,12955.0,12474.0,11785.0,11741.0,13408.0,12007.0,10637.0,11589.0,10033.0,11400.0,9979.0,8433.0,8767.0,10515.0,9229.0,9215.0,9475.0,HGL
8148,SC,HYTCB,38849.0,34488.0,32377.0,28027.0,45563.0,36758.0,27188.0,27688.0,28098.0,32273.0,24064.0,36515.0,34744.0,40597.0,36082.0,45926.0,35418.0,31831.0,33227.0,40983.0,31421.0,13136.0,25396.0,32589.0,33169.0,19169.0,13223.0,23016.0,7017.0,21296.0,34306.0,32470.0,34237.0,30413.0,31309.0,35650.0,31445.0,30212.0,36397.0,17255.0,15643.0,12663.0,14138.0,37112.0,24508.0,29379.0,17923.0,15379.0,11067.0,22760.0,23185.0,15100.0,13515.0,30152.0,24432.0,23897.0,20551.0,16906.0,Hydroelectric Power
8155,SC,JFTCB,16783.0,17011.0,18429.0,19076.0,19420.0,15849.0,16703.0,18571.0,22048.0,19674.0,17120.0,17578.0,16785.0,15096.0,15112.0,14545.0,13843.0,14774.0,15458.0,15906.0,16583.0,15529.0,14840.0,13684.0,16627.0,17237.0,17195.0,17339.0,17528.0,16941.0,16048.0,18709.0,14102.0,11077.0,8093.0,5812.0,7324.0,7530.0,8151.0,8707.0,10552.0,10496.0,8778.0,8273.0,9390.0,9123.0,10235.0,10666.0,9926.0,6101.0,5484.0,6102.0,8535.0,11613.0,12092.0,12119.0,11693.0,11285.0,Jet Fuel
8178,SC,MMTCB,95046.0,96745.0,101148.0,104586.0,106279.0,112571.0,118627.0,123725.0,133741.0,141633.0,151054.0,160250.0,172545.0,181511.0,181053.0,186106.0,196512.0,200770.0,210099.0,199086.0,186569.0,187008.0,186195.0,188562.0,195062.0,198136.0,206356.0,202357.0,224976.0,221524.0,227267.0,223571.0,228197.0,235187.0,235931.0,244447.0,247144.0,257483.0,266475.0,274528.0,275858.0,279926.0,287099.0,290693.0,320548.0,306668.0,318519.0,312652.0,303690.0,314085.0,300364.0,290798.0,294116.0,299910.0,298880.0,316417.0,321157.0,322749.0,Motor Gas excl Ethanol
8188,SC,NNTCB,60581.0,63060.0,73118.0,78478.0,82101.0,90513.0,100873.0,104561.0,132104.0,145896.0,164305.0,160638.0,148156.0,157128.0,135291.0,125900.0,152416.0,141633.0,121336.0,121479.0,146846.0,145000.0,100978.0,104301.0,111184.0,100109.0,101474.0,108597.0,115146.0,119649.0,134089.0,137393.0,141758.0,145591.0,148708.0,155957.0,153883.0,158673.0,164881.0,167960.0,165026.0,147167.0,190714.0,151904.0,169518.0,178308.0,181895.0,182201.0,175858.0,197419.0,225961.0,235465.0,250481.0,236942.0,236040.0,284013.0,284225.0,285533.0,Natural Gas
8190,SC,NUETB,0.0,0.0,0.0,0.0,468.0,880.0,852.0,94.0,0.0,0.0,76.0,26162.0,52110.0,67229.0,123406.0,214291.0,197186.0,185645.0,212875.0,198220.0,189846.0,191120.0,145677.0,278962.0,251939.0,338056.0,376882.0,410268.0,431984.0,431569.0,453763.0,451945.0,476813.0,485168.0,464760.0,516666.0,457627.0,471343.0,511535.0,531002.0,530708.0,520792.0,556829.0,525453.0,533920.0,554544.0,530071.0,558014.0,541026.0,545434.0,543379.0,553573.0,535952.0,566879.0,548246.0,555909.0,583883.0,568390.0,Nuclear Electric Power
8195,SC,P1TCB,41866.0,41225.0,44319.0,41994.0,35560.0,35152.0,36534.0,36648.0,34452.0,33661.0,32722.0,36221.0,32426.0,30898.0,30478.0,27764.0,28414.0,29925.0,29533.0,27804.0,28989.0,28508.0,23961.0,26036.0,27460.0,29057.0,32348.0,39360.0,46247.0,38212.0,31667.0,33616.0,35515.0,34779.0,30892.0,35878.0,33421.0,40401.0,41055.0,42573.0,42999.0,51131.0,45297.0,47451.0,64810.0,61174.0,61858.0,53005.0,48046.0,58237.0,41411.0,33495.0,32379.0,33520.0,34867.0,41401.0,39854.0,39094.0,Other Petroleum
8221,SC,RETCB,81969.0,76284.0,73455.0,69832.0,87558.0,77346.0,67699.0,66176.0,69381.0,73251.0,65064.0,78568.0,77077.0,83883.0,79895.0,87805.0,83353.0,80884.0,83872.0,91528.0,71184.0,52308.0,69636.0,75407.0,80276.0,66598.0,89899.0,95973.0,83299.0,97884.0,106617.0,107666.0,110649.0,110225.0,114631.0,124701.0,131794.0,131983.0,129956.0,96967.0,92462.0,70574.0,80639.0,103796.0,97431.0,105431.0,100415.0,97693.0,106692.0,121740.0,134309.0,135518.0,138664.0,155110.0,157342.0,149645.0,147287.0,147508.0,Total Renewables
8226,SC,RFTCB,29748.0,32138.0,37132.0,36711.0,31563.0,24621.0,25699.0,20438.0,23009.0,23701.0,33544.0,34917.0,39997.0,59159.0,60196.0,48193.0,73091.0,82683.0,82945.0,68707.0,45297.0,33627.0,19696.0,24726.0,31519.0,18361.0,15093.0,15451.0,20584.0,17097.0,15188.0,15209.0,14887.0,23656.0,16147.0,16655.0,18758.0,16285.0,13906.0,11046.0,14612.0,13690.0,13069.0,23990.0,34831.0,31678.0,22562.0,20282.0,15489.0,17514.0,18005.0,20095.0,15830.0,10817.0,7208.0,10825.0,10651.0,15254.0,Residual Fueal
8289,SD,BMTCB,1537.0,1449.0,1396.0,1291.0,1273.0,1117.0,1064.0,1150.0,1166.0,1079.0,1147.0,1061.0,1198.0,1284.0,1285.0,1475.0,1684.0,1892.0,2029.0,1980.0,3339.0,3177.0,3656.0,3697.0,4359.0,4475.0,4566.0,4083.0,4781.0,4354.0,3204.0,3942.0,4357.0,4270.0,4751.0,4673.0,4238.0,3974.0,4121.0,4386.0,4693.0,5126.0,7397.0,12823.0,21905.0,28280.0,35231.0,37993.0,49356.0,56877.0,64391.0,62800.0,58989.0,61597.0,62602.0,62973.0,61983.0,62383.0,Biomass
8301,SD,CLTCB,6707.0,6273.0,6725.0,6221.0,5539.0,5652.0,5239.0,5553.0,5218.0,5503.0,5674.0,5817.0,5309.0,6341.0,7356.0,24282.0,37063.0,35614.0,38551.0,35473.0,36564.0,36204.0,36957.0,30709.0,34414.0,34530.0,29205.0,14564.0,33805.0,34299.0,34882.0,38674.0,36042.0,36371.0,41355.0,37429.0,33538.0,42942.0,41015.0,46304.0,50602.0,44372.0,39957.0,43017.0,43562.0,36952.0,39570.0,33256.0,43098.0,37480.0,39061.0,32112.0,35574.0,34246.0,33062.0,19616.0,26660.0,26114.0,Coal
8309,SD,DFTCB,17134.0,17857.0,18547.0,19425.0,22247.0,21938.0,23503.0,22087.0,22040.0,21797.0,25483.0,26852.0,26422.0,24714.0,21501.0,22375.0,19420.0,17551.0,21655.0,37042.0,27967.0,25712.0,29567.0,26054.0,29743.0,30023.0,36343.0,36852.0,37571.0,34304.0,34595.0,33944.0,32009.0,35731.0,37924.0,36403.0,38045.0,35668.0,34180.0,35377.0,35123.0,36761.0,39521.0,36473.0,38138.0,39854.0,39716.0,45064.0,41704.0,41896.0,43393.0,46156.0,46170.0,45819.0,45533.0,46051.0,43997.0,43332.0,Distillate Fuel Oil
8345,SD,HLTCB,5257.0,5457.0,5763.0,6004.0,5560.0,5914.0,6354.0,7864.0,8479.0,9775.0,10360.0,10213.0,11994.0,11096.0,10517.0,11092.0,11402.0,13981.0,11995.0,9086.0,9373.0,6604.0,8144.0,8260.0,3794.0,4602.0,5819.0,8798.0,5911.0,13340.0,13536.0,6675.0,7135.0,9548.0,8555.0,8565.0,10883.0,9895.0,8091.0,7498.0,9713.0,7773.0,11147.0,9785.0,8973.0,8140.0,7993.0,8879.0,10009.0,10118.0,7821.0,6937.0,6241.0,7545.0,7233.0,6291.0,6984.0,6713.0,HGL
8350,SD,HYTCB,12437.0,12160.0,15855.0,30493.0,32372.0,40479.0,50500.0,51427.0,58692.0,66340.0,69037.0,81497.0,77141.0,50250.0,59110.0,82484.0,73146.0,55241.0,70777.0,65839.0,60436.0,55461.0,56725.0,58133.0,59734.0,55711.0,59917.0,56119.0,54573.0,47805.0,40926.0,39950.0,37355.0,26712.0,52908.0,61974.0,82489.0,92042.0,58710.0,68282.0,58304.0,35461.0,44290.0,43298.0,36033.0,30743.0,33693.0,28834.0,29494.0,43261.0,51110.0,64205.0,56915.0,38761.0,52288.0,45202.0,44365.0,48419.0,Hydroelectric Power
8357,SD,JFTCB,6134.0,6233.0,6718.0,6912.0,7142.0,5954.0,6224.0,6880.0,8243.0,7500.0,6330.0,6510.0,6143.0,5793.0,5962.0,5718.0,5476.0,5876.0,7222.0,7190.0,7099.0,6133.0,6132.0,5167.0,5524.0,5506.0,2829.0,3638.0,4735.0,5535.0,5931.0,2010.0,6871.0,6444.0,7065.0,7941.0,5702.0,3954.0,4644.0,4365.0,5803.0,5486.0,5210.0,4359.0,4402.0,5647.0,5359.0,4991.0,3736.0,4008.0,4070.0,3449.0,5225.0,3767.0,5686.0,4845.0,4950.0,2705.0,Jet Fuel
8380,SD,MMTCB,44972.0,45548.0,47645.0,47868.0,46342.0,47039.0,47966.0,48246.0,49906.0,49730.0,52022.0,53810.0,56581.0,57725.0,56216.0,55870.0,57491.0,59350.0,59973.0,56584.0,50893.0,48287.0,47591.0,47023.0,46671.0,48745.0,47299.0,47362.0,48198.0,47938.0,47203.0,47903.0,49092.0,48270.0,49428.0,50318.0,51641.0,51525.0,52731.0,52007.0,51664.0,51259.0,53056.0,51537.0,52062.0,51003.0,50785.0,50246.0,48137.0,51403.0,49702.0,50037.0,51560.0,50592.0,51626.0,53479.0,54243.0,53548.0,Motor Gas excl Ethanol
8390,SD,NNTCB,25392.0,26724.0,28372.0,25084.0,27528.0,26884.0,28256.0,27846.0,28959.0,33995.0,36464.0,31959.0,34214.0,31283.0,32044.0,32534.0,39168.0,36097.0,35395.0,25611.0,24020.0,22076.0,25014.0,23582.0,24862.0,25454.0,23409.0,21361.0,24701.0,25922.0,25446.0,26730.0,27035.0,31708.0,31228.0,34738.0,37342.0,36772.0,33370.0,36004.0,38117.0,37035.0,41532.0,43868.0,41757.0,42848.0,40861.0,54099.0,65453.0,66317.0,72926.0,73973.0,71501.0,84527.0,83919.0,83370.0,85021.0,85171.0,Natural Gas
8392,SD,NUETB,0.0,0.0,0.0,0.0,0.0,0.0,105.0,770.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nuclear Electric Power
8397,SD,P1TCB,12042.0,11550.0,10473.0,12786.0,12581.0,8700.0,8877.0,7096.0,8372.0,7725.0,7532.0,7870.0,8310.0,9834.0,7338.0,7105.0,7639.0,6077.0,7766.0,6959.0,5773.0,5086.0,5831.0,5120.0,6903.0,7134.0,6900.0,5961.0,7322.0,6643.0,6748.0,6436.0,7254.0,5613.0,5526.0,6777.0,8841.0,10307.0,9870.0,13882.0,12844.0,8340.0,8079.0,9975.0,8900.0,13179.0,12190.0,8084.0,8863.0,7856.0,9302.0,6194.0,8948.0,5736.0,5634.0,5788.0,4803.0,5780.0,Other Petroleum
8423,SD,RETCB,13974.0,13609.0,17252.0,31784.0,33645.0,41595.0,51565.0,52576.0,59858.0,67419.0,70185.0,82558.0,78339.0,51534.0,60394.0,83960.0,74830.0,57133.0,72806.0,67819.0,63775.0,58639.0,60381.0,61830.0,64092.0,60186.0,64483.0,60201.0,59354.0,52289.0,44283.0,44067.0,41909.0,31197.0,57892.0,66895.0,87018.0,96328.0,63218.0,73106.0,63439.0,41075.0,52262.0,57209.0,60226.0,61421.0,71272.0,69247.0,81740.0,105826.0,130604.0,154897.0,140177.0,127875.0,138985.0,133327.0,142521.0,139957.0,Total Renewables
8428,SD,RFTCB,639.0,429.0,1247.0,1737.0,767.0,444.0,552.0,441.0,796.0,1228.0,2059.0,1328.0,2155.0,1473.0,834.0,1369.0,1932.0,1784.0,1779.0,1389.0,769.0,995.0,320.0,855.0,575.0,226.0,376.0,345.0,532.0,412.0,379.0,420.0,898.0,725.0,549.0,86.0,251.0,399.0,634.0,553.0,834.0,668.0,652.0,288.0,585.0,389.0,181.0,217.0,281.0,142.0,14.0,244.0,1.0,10.0,24.0,31.0,50.0,57.0,Residual Fueal
8491,TN,BMTCB,45355.0,43478.0,43391.0,46082.0,46394.0,46541.0,49135.0,46860.0,51733.0,53800.0,53761.0,54391.0,57566.0,58909.0,57547.0,54447.0,61792.0,67744.0,72036.0,79846.0,69326.0,74820.0,82019.0,84753.0,96780.0,98095.0,100842.0,97684.0,103007.0,82266.0,60744.0,64996.0,65326.0,59674.0,61892.0,63986.0,56948.0,49002.0,48567.0,51953.0,55158.0,66952.0,67101.0,62505.0,75419.0,80552.0,73306.0,76263.0,92688.0,90946.0,96822.0,96794.0,101171.0,104726.0,107493.0,104655.0,102791.0,102381.0,Biomass
8503,TN,CLTCB,374478.0,354174.0,347170.0,386275.0,336101.0,338853.0,363659.0,351990.0,439263.0,436716.0,403742.0,369984.0,444326.0,532943.0,470336.0,471919.0,561514.0,553721.0,564711.0,542302.0,576894.0,565947.0,470661.0,547105.0,555270.0,599665.0,605739.0,596507.0,610560.0,566938.0,600526.0,565397.0,590306.0,685674.0,622698.0,669028.0,650760.0,680608.0,651838.0,648342.0,705059.0,687352.0,655906.0,621425.0,648005.0,657711.0,677174.0,672766.0,643796.0,477713.0,515464.0,481127.0,423086.0,399768.0,427509.0,370650.0,379775.0,334567.0,Coal
8511,TN,DFTCB,30817.0,32525.0,36097.0,38996.0,39634.0,42495.0,53746.0,50876.0,59860.0,60555.0,63798.0,67364.0,83486.0,92128.0,94375.0,101817.0,128216.0,140432.0,159573.0,140651.0,111701.0,113849.0,109581.0,117377.0,125688.0,131610.0,131828.0,136119.0,139601.0,140073.0,142724.0,130810.0,137068.0,136485.0,135927.0,150382.0,156159.0,156825.0,168999.0,154845.0,163204.0,166367.0,173003.0,193811.0,193808.0,202525.0,198140.0,204260.0,178979.0,157044.0,169506.0,171483.0,162352.0,160512.0,171298.0,171194.0,166718.0,170084.0,Distillate Fuel Oil
8547,TN,HLTCB,5018.0,5033.0,5572.0,6629.0,6866.0,7317.0,8579.0,9341.0,10308.0,12655.0,12152.0,12174.0,13422.0,14579.0,13151.0,14571.0,14316.0,13436.0,13778.0,11237.0,10400.0,5630.0,8483.0,8625.0,8291.0,8472.0,9999.0,9759.0,11632.0,13057.0,10863.0,12000.0,17544.0,13350.0,13100.0,12826.0,16202.0,15130.0,12380.0,17659.0,20598.0,16638.0,21622.0,16102.0,17246.0,16965.0,17361.0,15105.0,12727.0,12602.0,14129.0,12287.0,9070.0,9858.0,11109.0,10083.0,9619.0,9273.0,HGL
8552,TN,HYTCB,93352.0,93175.0,101734.0,80947.0,95169.0,91464.0,79494.0,100437.0,80288.0,78115.0,84656.0,98699.0,115536.0,118976.0,122871.0,122852.0,98277.0,108482.0,91006.0,127403.0,91045.0,61827.0,102125.0,104700.0,106288.0,68316.0,55630.0,78827.0,47402.0,123649.0,104180.0,113470.0,103534.0,92309.0,124080.0,99290.0,118569.0,112731.0,110189.0,79783.0,65248.0,71778.0,81116.0,121537.0,104248.0,93086.0,76859.0,48823.0,55636.0,99669.0,79392.0,93037.0,78942.0,118721.0,84645.0,89288.0,62538.0,80071.0,Hydroelectric Power
8559,TN,JFTCB,3098.0,3613.0,4343.0,4729.0,5643.0,6526.0,8334.0,11423.0,14396.0,17574.0,18791.0,18788.0,19385.0,21416.0,21650.0,22214.0,23178.0,24718.0,26447.0,27652.0,23435.0,19661.0,12871.0,11574.0,20509.0,27461.0,33492.0,32142.0,23886.0,24599.0,23613.0,19266.0,25313.0,37166.0,43961.0,45882.0,52820.0,53506.0,55928.0,66998.0,72898.0,71223.0,76218.0,75840.0,77241.0,78901.0,80553.0,78310.0,71836.0,63384.0,69954.0,69483.0,65061.0,63615.0,64176.0,67699.0,76520.0,74993.0,Jet Fuel
8582,TN,MMTCB,143240.0,148051.0,154751.0,159343.0,164319.0,170625.0,182890.0,192187.0,201594.0,212905.0,219937.0,233782.0,253891.0,275220.0,271239.0,282271.0,295466.0,302861.0,315458.0,300156.0,288640.0,286831.0,286397.0,282902.0,301472.0,304923.0,316733.0,301994.0,311513.0,315481.0,304679.0,295019.0,307760.0,317293.0,325025.0,336088.0,338002.0,344277.0,351287.0,362939.0,358150.0,355705.0,374138.0,377051.0,379142.0,374260.0,375872.0,375149.0,354222.0,360309.0,364066.0,357453.0,351703.0,355259.0,359062.0,370940.0,385696.0,387112.0,Motor Gas excl Ethanol
8592,TN,NNTCB,151740.0,166703.0,173967.0,179197.0,191178.0,211142.0,236752.0,241965.0,243425.0,257524.0,261784.0,270841.0,283375.0,300079.0,265374.0,224065.0,218483.0,208401.0,189201.0,233860.0,233323.0,227063.0,212041.0,199046.0,211280.0,196698.0,194003.0,206963.0,220847.0,228488.0,227522.0,234594.0,249234.0,263147.0,253995.0,264854.0,289307.0,291824.0,287443.0,286363.0,280666.0,265461.0,263690.0,265806.0,238761.0,238400.0,230047.0,229520.0,238441.0,223019.0,263365.0,267929.0,281007.0,284750.0,313887.0,322468.0,336341.0,331680.0,Natural Gas
8594,TN,NUETB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5660.0,51886.0,111885.0,153222.0,135551.0,102737.0,-1107.0,-1124.0,41776.0,165130.0,148175.0,173895.0,163909.0,34714.0,124717.0,165048.0,240773.0,258656.0,297814.0,284525.0,269327.0,298424.0,287927.0,251718.0,298369.0,290153.0,257523.0,301038.0,282514.0,281996.0,289930.0,281682.0,263045.0,297732.0,289401.0,261037.0,309357.0,332779.0,Nuclear Electric Power
8599,TN,P1TCB,44885.0,46207.0,52523.0,51894.0,55370.0,62562.0,70138.0,66123.0,72469.0,74594.0,70802.0,68446.0,71032.0,78533.0,64520.0,67445.0,71843.0,80035.0,80486.0,71723.0,57401.0,58819.0,61810.0,50693.0,59078.0,60945.0,56037.0,62109.0,62476.0,71014.0,69398.0,66485.0,71293.0,65191.0,72011.0,70330.0,69948.0,66328.0,81682.0,86189.0,81742.0,99515.0,91746.0,91553.0,95838.0,107788.0,112783.0,99674.0,95714.0,63420.0,63957.0,66834.0,62166.0,68993.0,69235.0,70517.0,72752.0,73865.0,Other Petroleum
8625,TN,RETCB,138708.0,136653.0,145125.0,127030.0,141564.0,138006.0,128629.0,147297.0,132020.0,131914.0,138417.0,153090.0,173103.0,177886.0,180418.0,177299.0,160069.0,176225.0,163042.0,207250.0,160372.0,136647.0,184144.0,189453.0,203068.0,166411.0,156473.0,176511.0,150409.0,205997.0,165010.0,178555.0,168952.0,152077.0,186064.0,163369.0,175612.0,161831.0,158854.0,131837.0,120501.0,138830.0,148357.0,184191.0,179815.0,173787.0,150843.0,125739.0,149000.0,191335.0,176865.0,190601.0,180950.0,224819.0,193693.0,195876.0,167435.0,184743.0,Total Renewables
8630,TN,RFTCB,1182.0,1095.0,661.0,1740.0,1799.0,1801.0,2162.0,3026.0,2121.0,5056.0,3755.0,2342.0,3255.0,4057.0,5461.0,4487.0,18626.0,21190.0,14362.0,15373.0,9424.0,7713.0,4532.0,6550.0,4371.0,3388.0,3651.0,2012.0,2799.0,2889.0,1930.0,2538.0,2466.0,3277.0,2857.0,2275.0,1323.0,983.0,990.0,313.0,413.0,945.0,851.0,1604.0,2149.0,2264.0,1187.0,1100.0,1288.0,250.0,35.0,158.0,424.0,404.0,255.0,225.0,132.0,131.0,Residual Fueal
8693,TX,BMTCB,38296.0,38880.0,39275.0,37709.0,39136.0,41196.0,43785.0,43901.0,49149.0,51073.0,52207.0,51251.0,58945.0,60439.0,59656.0,55820.0,64884.0,70366.0,76252.0,77273.0,55648.0,58544.0,70015.0,66418.0,77878.0,81664.0,92451.0,98225.0,99028.0,112011.0,98022.0,98409.0,108088.0,98558.0,98792.0,103690.0,100412.0,106311.0,99146.0,82866.0,86905.0,76166.0,83739.0,80860.0,77141.0,81554.0,115268.0,138128.0,174293.0,140097.0,185760.0,210429.0,203650.0,201972.0,218016.0,210359.0,223050.0,221256.0,Biomass
8705,TX,CLTCB,24974.0,18203.0,20582.0,19173.0,26232.0,29182.0,27844.0,23523.0,24996.0,25141.0,30767.0,24048.0,50140.0,125909.0,133141.0,196172.0,226342.0,288187.0,418438.0,587642.0,734145.0,858514.0,931065.0,1016758.0,1074868.0,1148998.0,1162745.0,1203925.0,1264113.0,1335906.0,1333671.0,1333449.0,1324063.0,1430676.0,1389409.0,1364800.0,1485577.0,1523201.0,1488589.0,1530426.0,1548184.0,1492977.0,1550325.0,1603971.0,1626029.0,1627863.0,1610301.0,1609155.0,1605925.0,1497854.0,1568060.0,1695239.0,1498818.0,1597357.0,1585961.0,1340422.0,1323111.0,1451978.0,Coal
8713,TX,DFTCB,142128.0,127564.0,140155.0,139999.0,140057.0,144777.0,133113.0,131443.0,134185.0,172809.0,188786.0,203443.0,268065.0,313105.0,324572.0,318661.0,339728.0,435295.0,471618.0,518491.0,422386.0,528205.0,527299.0,564799.0,489236.0,465908.0,430069.0,409551.0,404470.0,430111.0,395569.0,423279.0,443834.0,477547.0,484966.0,512896.0,563089.0,570722.0,619606.0,609347.0,650841.0,694740.0,663959.0,686690.0,701771.0,743967.0,820251.0,836026.0,816666.0,753587.0,811822.0,915993.0,926286.0,957286.0,1094210.0,1016250.0,1020122.0,1045008.0,Distillate Fuel Oil
8749,TX,HLTCB,278098.0,288154.0,310800.0,330939.0,385025.0,414139.0,420713.0,430638.0,483935.0,560027.0,556248.0,565829.0,650100.0,673982.0,655510.0,584229.0,574993.0,569259.0,576326.0,721769.0,796764.0,834341.0,778436.0,704230.0,1036630.0,1009417.0,993774.0,1101333.0,1156423.0,1212961.0,1166799.0,1284557.0,1351574.0,1309167.0,1457111.0,1490821.0,1576528.0,1751924.0,1726327.0,1766464.0,1632431.0,1541173.0,1619321.0,1654035.0,1716535.0,1583579.0,1561993.0,1621844.0,1288036.0,1303511.0,1538331.0,1462683.0,1625538.0,1782983.0,1652767.0,1859478.0,1845014.0,1914764.0,HGL
8754,TX,HYTCB,11859.0,13143.0,8446.0,5009.0,4748.0,7771.0,8195.0,6043.0,13790.0,13279.0,10550.0,9220.0,8615.0,17663.0,17035.0,20052.0,11080.0,12199.0,7923.0,12448.0,10171.0,11972.0,10738.0,11648.0,10767.0,14636.0,20603.0,22482.0,12751.0,15034.0,18657.0,23216.0,27284.0,18416.0,15788.0,17565.0,9925.0,18289.0,14529.0,11455.0,8456.0,12403.0,11429.0,9077.0,13027.0,13324.0,6566.0,16254.0,10243.0,10040.0,12310.0,5471.0,5562.0,4580.0,3670.0,8913.0,12389.0,9784.0,Hydroelectric Power
8761,TX,JFTCB,58554.0,63946.0,76442.0,79790.0,84507.0,84342.0,97167.0,116822.0,133917.0,139242.0,135936.0,139442.0,144398.0,148192.0,144861.0,152662.0,143321.0,149255.0,156521.0,163989.0,173277.0,173399.0,240661.0,266030.0,364336.0,420547.0,453003.0,477555.0,535498.0,526931.0,542139.0,512815.0,509100.0,492026.0,472453.0,470479.0,566221.0,599046.0,615962.0,594762.0,582403.0,639834.0,655440.0,574567.0,503613.0,455765.0,461834.0,427566.0,411165.0,350451.0,350878.0,350447.0,353969.0,386660.0,411779.0,448448.0,477636.0,550237.0,Jet Fuel
8784,TX,MMTCB,482443.0,495527.0,513591.0,532418.0,547229.0,566542.0,596020.0,618697.0,667332.0,704030.0,742738.0,780703.0,836498.0,890126.0,881794.0,922103.0,980753.0,1024426.0,1061057.0,1029506.0,950778.0,972724.0,1001552.0,1024440.0,1033552.0,1079066.0,1100571.0,1078638.0,1096196.0,1069089.0,1078976.0,1044193.0,1054202.0,1081701.0,1139390.0,1106463.0,1178101.0,1167404.0,1226472.0,1259314.0,1293889.0,1328844.0,1393489.0,1398812.0,1430357.0,1443803.0,1442327.0,1440654.0,1407454.0,1402183.0,1402748.0,1365769.0,1385295.0,1431828.0,1485518.0,1554709.0,1586874.0,1595996.0,Motor Gas excl Ethanol
8794,TX,NNTCB,2815483.0,2831993.0,2959563.0,3044428.0,3040492.0,3181456.0,3404262.0,3638596.0,3836859.0,4024717.0,4203877.0,4482576.0,4531777.0,4746155.0,4584002.0,4046930.0,4074690.0,4254885.0,4329773.0,4131399.0,4226105.0,4052341.0,3503024.0,3335505.0,3556196.0,3514363.0,3312909.0,3435408.0,3665182.0,3886107.0,3876543.0,3823075.0,3768323.0,3925163.0,3885072.0,4037538.0,4268665.0,4231566.0,4377957.0,4138068.0,4550106.0,4382935.0,4444506.0,4177143.0,4039787.0,3621139.0,3544789.0,3626526.0,3653462.0,3481133.0,3689581.0,3800578.0,3964124.0,4131226.0,4060592.0,4263860.0,4151063.0,3994212.0,Natural Gas
8796,TX,NUETB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40201.0,105722.0,167823.0,207582.0,256502.0,130321.0,300448.0,379842.0,375656.0,392031.0,405846.0,384141.0,391670.0,398535.0,371923.0,348485.0,421660.0,398994.0,430593.0,429577.0,425682.0,434024.0,432036.0,414881.0,402823.0,400353.0,410907.0,411571.0,440109.0,403523.0,Nuclear Electric Power
8801,TX,P1TCB,432848.0,443411.0,475272.0,618846.0,666960.0,663406.0,744313.0,789415.0,839138.0,873594.0,897647.0,906928.0,1002931.0,1083120.0,1079792.0,1000752.0,1163936.0,1369366.0,1497358.0,1674523.0,1699774.0,1335885.0,1095522.0,1164528.0,1052111.0,1035976.0,1170908.0,1165239.0,1275202.0,1232534.0,1402352.0,1339243.0,1435222.0,1424946.0,1459646.0,1399076.0,1486159.0,1635060.0,1585706.0,1498502.0,1470440.0,1460642.0,1485857.0,1548212.0,1673922.0,1597073.0,1624016.0,1385649.0,1141300.0,1096899.0,1172765.0,1168132.0,1177465.0,1259624.0,1159960.0,1173141.0,1203224.0,1212826.0,Other Petroleum
